rule,regime,run_id,suite,query,stratification,active,failures,pooled_auc,matched_auc,equal_stratum_auc,pairs,comparable_strata,positive_strata,alerts,tp,fpr_active,matched_expected_tp,matched_lift
freeze_back_eighth,libero_natural,right-16x32,libero_long,19,task,512,216,0.4849537037037037,0.4849537037037037,0.4849537037037037,63936,1,0,0,0,0.0,0.0,
freeze_back_eighth,libero_natural,right-16x32,libero_long,19,task_init,512,216,0.4849537037037037,0.5288844621513944,0.4710447412277948,2008,13,6,0,0,0.0,0.0,
freeze_back_eighth,libero_natural,right-16x32,libero_long,25,task,512,216,0.5423079329329329,0.5423079329329329,0.5423079329329329,63936,1,1,0,0,0.0,0.0,
freeze_back_eighth,libero_natural,right-16x32,libero_long,25,task_init,512,216,0.5423079329329329,0.44721115537848605,0.4249744842317507,2008,13,4,0,0,0.0,0.0,
freeze_back_eighth,libero_natural,right-16x32,libero_long,31,task,512,216,0.8465183933933934,0.8465183933933934,0.8465183933933934,63936,1,1,0,0,0.0,0.0,
freeze_back_eighth,libero_natural,right-16x32,libero_long,31,task_init,512,216,0.8465183933933934,0.7619521912350598,0.7609970040581348,2008,13,11,0,0,0.0,0.0,
freeze_back_eighth,libero_natural,right-16x32,libero_spatial,7,task,1024,49,0.46273155416012557,0.5428207847295864,0.5816826695116168,23575,2,2,0,0,0.0,0.0,
freeze_back_eighth,libero_natural,right-16x32,libero_spatial,7,task_init,1024,49,0.46273155416012557,0.702880658436214,0.6919116743471583,1215,20,15,0,0,0.0,0.0,
freeze_back_eighth,libero_natural,right-16x32,libero_spatial,9,task,803,49,0.46140312889081364,0.3283467953926301,0.5101335716021624,20923,2,1,0,0,0.0,0.0,
freeze_back_eighth,libero_natural,right-16x32,libero_spatial,9,task_init,803,49,0.46140312889081364,0.3221476510067114,0.4624644585529336,1043,20,8,0,0,0.0,0.0,
freeze_back_eighth,libero_natural,right-16x32,libero_spatial,11,task,543,49,0.39118400396595887,0.4272337545126354,0.3157074640125488,17728,2,0,0,0,0.0,0.0,
freeze_back_eighth,libero_natural,right-16x32,libero_spatial,11,task_init,543,49,0.39118400396595887,0.526071842410197,0.36065342118737703,863,15,5,0,0,0.0,0.0,
freeze_back_eighth,libero_natural,right-16x32,libero_spatial,13,task,109,49,0.38537414965986394,0.2993006993006993,0.43889284020862973,2145,2,1,0,0,0.0,0.0,
freeze_back_eighth,libero_natural,right-16x32,libero_spatial,13,task_init,109,49,0.38537414965986394,0.2459016393442623,0.41468253968253965,61,7,3,0,0,0.0,0.0,
freeze_back_eighth,libero_natural,right-16x32,libero_spatial,15,task,54,49,0.24081632653061225,0.1925925925925926,0.37837837837837834,135,2,1,0,0,0.0,0.0,
freeze_back_eighth,libero_natural,right-16x32,libero_spatial,15,task_init,54,49,0.24081632653061225,0.2857142857142857,0.5,7,4,2,0,0,0.0,0.0,
freeze_back_eighth,libero_natural,right-16x32,libero_spatial,19,task,51,49,0.6530612244897959,0.673469387755102,0.6430180180180181,49,2,2,0,0,0.0,0.0,
freeze_back_eighth,libero_natural,right-16x32,libero_spatial,19,task_init,51,49,0.6530612244897959,0.6666666666666666,0.5,3,2,1,0,0,0.0,0.0,
freeze_back_eighth,libero_natural,right-50x8-20260903,libero_goal,7,task,3879,102,0.4111806756062234,0.42708388957120735,0.35138406151315504,37454,8,2,0,0,0.0,0.0,
freeze_back_eighth,libero_natural,right-50x8-20260903,libero_goal,7,task_init,3879,102,0.4111806756062234,0.4580498866213152,0.43131200396825403,441,48,23,0,0,0.0,0.0,
freeze_back_eighth,libero_natural,right-50x8-20260903,libero_goal,9,task,2027,102,0.5260096765979119,0.59552854544648,0.5614258881789991,22543,8,5,0,0,0.0,0.0,
freeze_back_eighth,libero_natural,right-50x8-20260903,libero_goal,9,task_init,2027,102,0.5260096765979119,0.4982078853046595,0.5133333333333333,279,35,18,0,0,0.0,0.0,
freeze_back_eighth,libero_natural,right-50x8-20260903,libero_goal,11,task,1648,102,0.5935621337797732,0.5284827414949094,0.504459948823083,20135,5,3,0,0,0.0,0.0,
freeze_back_eighth,libero_natural,right-50x8-20260903,libero_goal,11,task_init,1648,102,0.5935621337797732,0.4645669291338583,0.46543778801843316,254,31,10,0,0,0.0,0.0,
freeze_back_eighth,libero_natural,right-50x8-20260903,libero_goal,13,task,810,102,0.5813947047745652,0.5092529129540783,0.5253120653049271,18967,5,3,0,0,0.0,0.0,
freeze_back_eighth,libero_natural,right-50x8-20260903,libero_goal,13,task_init,810,102,0.5813947047745652,0.5129310344827587,0.5051020408163265,232,28,14,0,0,0.0,0.0,
freeze_back_eighth,libero_natural,right-50x8-20260903,libero_goal,15,task,503,102,0.5139601975453523,0.3613058720420684,0.39933606623261797,18256,5,1,0,0,0.0,0.0,
freeze_back_eighth,libero_natural,right-50x8-20260903,libero_goal,15,task_init,503,102,0.5139601975453523,0.3183856502242152,0.3514991181657849,223,27,7,0,0,0.0,0.0,
freeze_back_eighth,libero_natural,right-50x8-20260903,libero_goal,19,task,172,102,0.5701680672268907,0.4625568887050062,0.6294261294261294,2417,5,2,0,0,0.0,0.0,
freeze_back_eighth,libero_natural,right-50x8-20260903,libero_goal,19,task_init,172,102,0.5701680672268907,0.8571428571428571,0.7916666666666666,21,6,5,0,0,0.0,0.0,
freeze_back_eighth,libero_natural,right-50x8-20260903,libero_goal,25,task,105,102,0.954248366013072,0.9568965517241379,0.8653846153846154,116,2,2,0,0,0.0,0.0,
freeze_back_eighth,libero_natural,right-50x8-20260903,libero_goal,25,task_init,105,102,0.954248366013072,0.75,0.75,4,2,1,0,0,0.0,0.0,
freeze_back_eighth,libero_natural,right-50x8-20260903,libero_long,7,task,4000,267,0.7680882422286902,0.642809008689484,0.6892924881972802,84585,10,9,0,0,0.0,0.0,
freeze_back_eighth,libero_natural,right-50x8-20260903,libero_long,7,task_init,4000,267,0.7680882422286902,0.581032412965186,0.5496527777777778,833,84,50,0,0,0.0,0.0,
freeze_back_eighth,libero_natural,right-50x8-20260903,libero_long,9,task,4000,267,0.836391892935866,0.6067742507536797,0.6661857249270364,84585,10,6,0,0,0.0,0.0,
freeze_back_eighth,libero_natural,right-50x8-20260903,libero_long,9,task_init,4000,267,0.836391892935866,0.5738295318127251,0.5644557823129253,833,84,47,0,0,0.0,0.0,
freeze_back_eighth,libero_natural,right-50x8-20260903,libero_long,11,task,4000,267,0.6666486072693087,0.5631022048826624,0.5806956186593097,84585,10,7,0,0,0.0,0.0,
freeze_back_eighth,libero_natural,right-50x8-20260903,libero_long,11,task_init,4000,267,0.6666486072693087,0.5426170468187275,0.5268920068027212,833,84,41,0,0,0.0,0.0,
freeze_back_eighth,libero_natural,right-50x8-20260903,libero_long,13,task,4000,267,0.4843088919456091,0.6198262103209788,0.6195686419917238,84585,10,8,0,0,0.0,0.0,
freeze_back_eighth,libero_natural,right-50x8-20260903,libero_long,13,task_init,4000,267,0.4843088919456091,0.5882352941176471,0.5921556122448979,833,84,56,0,0,0.0,0.0,
freeze_back_eighth,libero_natural,right-50x8-20260903,libero_long,15,task,3978,267,0.5598973393201909,0.5519553602104041,0.5988863968561324,84409,10,7,0,0,0.0,0.0,
freeze_back_eighth,libero_natural,right-50x8-20260903,libero_long,15,task_init,3978,267,0.5598973393201909,0.553421368547419,0.5640943877551021,833,84,49,0,0,0.0,0.0,
freeze_back_eighth,libero_natural,right-50x8-20260903,libero_long,19,task,3699,267,0.6503190941393189,0.6153668301349526,0.6704237419379137,82177,10,8,0,0,0.0,0.0,
freeze_back_eighth,libero_natural,right-50x8-20260903,libero_long,19,task_init,3699,267,0.6503190941393189,0.555956678700361,0.564625850340136,831,84,46,0,0,0.0,0.0,
freeze_back_eighth,libero_natural,right-50x8-20260903,libero_long,25,task,1405,267,0.7048537746095062,0.52554562978009,0.5945788870312314,48247,10,6,0,0,0.0,0.0,
freeze_back_eighth,libero_natural,right-50x8-20260903,libero_long,25,task_init,1405,267,0.7048537746095062,0.4786150712830957,0.5109523809523809,491,65,31,0,0,0.0,0.0,
freeze_back_eighth,libero_natural,right-50x8-20260903,libero_long,31,task,585,267,0.7992014698607872,0.8462015922277696,0.7694492092793405,37055,9,9,0,0,0.0,0.0,
freeze_back_eighth,libero_natural,right-50x8-20260903,libero_long,31,task_init,585,267,0.7992014698607872,0.799410029498525,0.7895348837209303,339,43,36,0,0,0.0,0.0,
freeze_back_eighth,libero_natural,right-50x8-20260903,libero_object,7,task,4000,37,0.44387612442116603,0.4383203903511786,0.4209826580763471,14551,8,2,0,0,0.0,0.0,
freeze_back_eighth,libero_natural,right-50x8-20260903,libero_object,7,task_init,4000,37,0.44387612442116603,0.45569620253164556,0.4528940886699508,237,29,11,0,0,0.0,0.0,
freeze_back_eighth,libero_natural,right-50x8-20260903,libero_object,9,task,4000,37,0.20256971581725555,0.19764964607243488,0.16696677731928083,14551,8,0,0,0,0.0,0.0,
freeze_back_eighth,libero_natural,right-50x8-20260903,libero_object,9,task_init,4000,37,0.20256971581725555,0.3291139240506329,0.3417487684729064,237,29,9,0,0,0.0,0.0,
freeze_back_eighth,libero_natural,right-50x8-20260903,libero_object,11,task,3972,37,0.2331330059411381,0.2724763679017457,0.19838888118781473,14493,8,1,0,0,0.0,0.0,
freeze_back_eighth,libero_natural,right-50x8-20260903,libero_object,11,task_init,3972,37,0.2331330059411381,0.31645569620253167,0.3116789819376026,237,29,9,0,0,0.0,0.0,
freeze_back_eighth,libero_natural,right-50x8-20260903,libero_object,13,task,2097,37,0.3961296247704015,0.456042903658303,0.5280949855056277,5221,8,5,0,0,0.0,0.0,
freeze_back_eighth,libero_natural,right-50x8-20260903,libero_object,13,task_init,2097,37,0.3961296247704015,0.4228187919463087,0.380952380952381,149,26,9,0,0,0.0,0.0,
freeze_back_eighth,libero_natural,right-50x8-20260903,libero_object,15,task,502,37,0.5181052019761697,0.32903225806451614,0.492637400160054,1705,8,3,0,0,0.0,0.0,
freeze_back_eighth,libero_natural,right-50x8-20260903,libero_object,15,task_init,502,37,0.5181052019761697,0.38461538461538464,0.26833333333333337,65,20,3,0,0,0.0,0.0,
freeze_back_eighth,libero_natural,right-50x8-20260903,libero_object,19,task,62,37,0.4572972972972973,0.4722222222222222,0.3785624098124098,108,7,3,0,0,0.0,0.0,
freeze_back_eighth,libero_natural,right-50x8-20260903,libero_object,19,task_init,62,37,0.4572972972972973,0.25,0.2,8,5,1,0,0,0.0,0.0,
freeze_back_eighth,libero_natural,right-50x8-20260903,libero_object,25,task,39,37,0.6351351351351351,0.7857142857142857,0.6212121212121212,14,2,1,0,0,0.0,0.0,
freeze_back_eighth,libero_natural,right-50x8-20260903,libero_object,25,task_init,39,37,0.6351351351351351,1.0,1.0,2,1,1,0,0,0.0,0.0,
freeze_back_eighth,libero_natural,right-50x8-20260903,libero_spatial,7,task,3984,126,0.6196277370460885,0.5666193003719647,0.5410598645170599,47854,9,7,0,0,0.0,0.0,
freeze_back_eighth,libero_natural,right-50x8-20260903,libero_spatial,7,task_init,3984,126,0.6196277370460885,0.5454545454545454,0.5398893360160966,660,71,42,0,0,0.0,0.0,
freeze_back_eighth,libero_natural,right-50x8-20260903,libero_spatial,9,task,2977,126,0.4998107041249798,0.42390165358959286,0.40455610730628755,39127,9,4,0,0,0.0,0.0,
freeze_back_eighth,libero_natural,right-50x8-20260903,libero_spatial,9,task_init,2977,126,0.4998107041249798,0.308,0.3189063761097659,500,59,18,0,0,0.0,0.0,
freeze_back_eighth,libero_natural,right-50x8-20260903,libero_spatial,11,task,1494,126,0.36513738048825767,0.5051614610905241,0.5002302258181844,22668,7,3,0,0,0.0,0.0,
freeze_back_eighth,libero_natural,right-50x8-20260903,libero_spatial,11,task_init,1494,126,0.36513738048825767,0.4672897196261682,0.4476332199546485,321,42,16,0,0,0.0,0.0,
freeze_back_eighth,libero_natural,right-50x8-20260903,libero_spatial,13,task,316,126,0.3783625730994152,0.3239754759599871,0.4222591479639352,3099,6,2,0,0,0.0,0.0,
freeze_back_eighth,libero_natural,right-50x8-20260903,libero_spatial,13,task_init,316,126,0.3783625730994152,0.4090909090909091,0.3416666666666667,22,8,2,0,0,0.0,0.0,
freeze_back_eighth,libero_natural,right-50x8-20260903,libero_spatial,15,task,129,126,0.43915343915343913,0.6612903225806451,0.6950000000000001,62,2,2,0,0,0.0,0.0,
freeze_back_eighth,libero_natural,right-50x8-20260903,libero_spatial,15,task_init,129,126,0.43915343915343913,0.75,0.75,4,1,1,0,0,0.0,0.0,
freeze_back_eighth,libero_natural,right-50x8-20260903,libero_spatial,19,task,126,126,,,,0,0,0,0,0,,0.0,
freeze_back_eighth,libero_natural,right-50x8-20260903,libero_spatial,19,task_init,126,126,,,,0,0,0,0,0,,0.0,
freeze_back_eighth,libero_natural,right-50x8b-20260903,libero_goal,7,task,3877,106,0.4268799127402271,0.4539324686020177,0.3977104532422185,38856,8,2,0,0,0.0,0.0,
freeze_back_eighth,libero_natural,right-50x8b-20260903,libero_goal,7,task_init,3877,106,0.4268799127402271,0.4140625,0.3897321428571428,384,36,11,0,0,0.0,0.0,
freeze_back_eighth,libero_natural,right-50x8b-20260903,libero_goal,9,task,2027,106,0.5122184789761621,0.5957700754320634,0.40429244546925774,20946,8,3,0,0,0.0,0.0,
freeze_back_eighth,libero_natural,right-50x8b-20260903,libero_goal,9,task_init,2027,106,0.5122184789761621,0.5172413793103449,0.497564935064935,203,22,11,0,0,0.0,0.0,
freeze_back_eighth,libero_natural,right-50x8b-20260903,libero_goal,11,task,1659,106,0.6169981411510285,0.5919438641598371,0.6475624845021706,18669,5,4,0,0,0.0,0.0,
freeze_back_eighth,libero_natural,right-50x8b-20260903,libero_goal,11,task_init,1659,106,0.6169981411510285,0.47619047619047616,0.47645502645502646,189,18,7,0,0,0.0,0.0,
freeze_back_eighth,libero_natural,right-50x8b-20260903,libero_goal,13,task,835,106,0.6006030488909594,0.551191914753378,0.4635361005347821,18206,5,1,0,0,0.0,0.0,
freeze_back_eighth,libero_natural,right-50x8b-20260903,libero_goal,13,task_init,835,106,0.6006030488909594,0.5026455026455027,0.49874338624338616,189,18,7,0,0,0.0,0.0,
freeze_back_eighth,libero_natural,right-50x8b-20260903,libero_goal,15,task,519,106,0.5357257069761068,0.37965288241531336,0.3078064845804606,17919,5,1,0,0,0.0,0.0,
freeze_back_eighth,libero_natural,right-50x8b-20260903,libero_goal,15,task_init,519,106,0.5357257069761068,0.3370165745856354,0.3361441798941799,181,18,4,0,0,0.0,0.0,
freeze_back_eighth,libero_natural,right-50x8b-20260903,libero_goal,19,task,189,106,0.5597863150716071,0.45374800637958534,0.38986928104575164,2508,5,1,0,0,0.0,0.0,
freeze_back_eighth,libero_natural,right-50x8b-20260903,libero_goal,19,task_init,189,106,0.5597863150716071,0.3684210526315789,0.3,19,5,1,0,0,0.0,0.0,
freeze_back_eighth,libero_natural,right-50x8b-20260903,libero_goal,25,task,108,106,0.7783018867924528,0.9019607843137255,0.9019607843137255,102,1,1,0,0,0.0,0.0,
freeze_back_eighth,libero_natural,right-50x8b-20260903,libero_goal,25,task_init,108,106,0.7783018867924528,0.75,0.75,8,2,2,0,0,0.0,0.0,
freeze_back_eighth,libero_natural,right-50x8b-20260903,libero_long,7,task,4000,274,0.7535134838636373,0.596932146294514,0.6005511119706534,83120,10,8,0,0,0.0,0.0,
freeze_back_eighth,libero_natural,right-50x8b-20260903,libero_long,7,task_init,4000,274,0.7535134838636373,0.5132211538461539,0.5114100185528757,832,77,42,0,0,0.0,0.0,
freeze_back_eighth,libero_natural,right-50x8b-20260903,libero_long,9,task,4000,274,0.8385893563085989,0.5954162656400385,0.6260814339479219,83120,10,7,0,0,0.0,0.0,
freeze_back_eighth,libero_natural,right-50x8b-20260903,libero_long,9,task_init,4000,274,0.8385893563085989,0.515625,0.5064625850340135,832,77,38,0,0,0.0,0.0,
freeze_back_eighth,libero_natural,right-50x8b-20260903,libero_long,11,task,4000,274,0.7024763841382904,0.5821823869104908,0.6792710909395171,83120,10,8,0,0,0.0,0.0,
freeze_back_eighth,libero_natural,right-50x8b-20260903,libero_long,11,task_init,4000,274,0.7024763841382904,0.5661057692307693,0.5811920222634509,832,77,46,0,0,0.0,0.0,
freeze_back_eighth,libero_natural,right-50x8b-20260903,libero_long,13,task,4000,274,0.473481865447379,0.6091434071222329,0.6143046772919829,83120,10,7,0,0,0.0,0.0,
freeze_back_eighth,libero_natural,right-50x8b-20260903,libero_long,13,task_init,4000,274,0.473481865447379,0.5444711538461539,0.5355442176870748,832,77,39,0,0,0.0,0.0,
freeze_back_eighth,libero_natural,right-50x8b-20260903,libero_long,15,task,3968,274,0.5762283679590893,0.546136407486012,0.6417044508479821,82928,10,8,0,0,0.0,0.0,
freeze_back_eighth,libero_natural,right-50x8b-20260903,libero_long,15,task_init,3968,274,0.5762283679590893,0.5276442307692307,0.5127628324056895,832,77,40,0,0,0.0,0.0,
freeze_back_eighth,libero_natural,right-50x8b-20260903,libero_long,19,task,3695,274,0.6337189578323664,0.6055849427973921,0.6590681695217127,81290,10,7,0,0,0.0,0.0,
freeze_back_eighth,libero_natural,right-50x8b-20260903,libero_long,19,task_init,3695,274,0.6337189578323664,0.53309265944645,0.5174319727891157,831,77,41,0,0,0.0,0.0,
freeze_back_eighth,libero_natural,right-50x8b-20260903,libero_long,25,task,1388,274,0.7387922787613519,0.5322312331045955,0.5938032760264459,48090,10,5,0,0,0.0,0.0,
freeze_back_eighth,libero_natural,right-50x8b-20260903,libero_long,25,task_init,1388,274,0.7387922787613519,0.5639097744360902,0.5436408730158729,532,60,30,0,0,0.0,0.0,
freeze_back_eighth,libero_natural,right-50x8b-20260903,libero_long,31,task,587,274,0.7725915906811874,0.8401325056080129,0.7436358847570554,38338,9,8,0,0,0.0,0.0,
freeze_back_eighth,libero_natural,right-50x8b-20260903,libero_long,31,task_init,587,274,0.7725915906811874,0.7761194029850746,0.7382936507936508,402,42,34,0,0,0.0,0.0,
freeze_back_eighth,libero_natural,right-50x8b-20260903,libero_object,7,task,4000,44,0.454844195238533,0.43226216622355795,0.48189465066870385,17302,8,4,0,0,0.0,0.0,
freeze_back_eighth,libero_natural,right-50x8b-20260903,libero_object,7,task_init,4000,44,0.454844195238533,0.4798387096774194,0.49068877551020407,248,28,13,0,0,0.0,0.0,
freeze_back_eighth,libero_natural,right-50x8b-20260903,libero_object,9,task,4000,44,0.16671454177773692,0.1631603282857473,0.1636617755665653,17302,8,0,0,0,0.0,0.0,
freeze_back_eighth,libero_natural,right-50x8b-20260903,libero_object,9,task_init,4000,44,0.16671454177773692,0.375,0.3881164965986394,248,28,10,0,0,0.0,0.0,
freeze_back_eighth,libero_natural,right-50x8b-20260903,libero_object,11,task,3976,44,0.2280588180893369,0.27452462638832353,0.25014421058763125,17197,8,1,0,0,0.0,0.0,
freeze_back_eighth,libero_natural,right-50x8b-20260903,libero_object,11,task_init,3976,44,0.2280588180893369,0.4112903225806452,0.3998511904761905,248,28,10,0,0,0.0,0.0,
freeze_back_eighth,libero_natural,right-50x8b-20260903,libero_object,13,task,2135,44,0.5049780444328508,0.5853833722391811,0.6583099011593573,5569,8,5,0,0,0.0,0.0,
freeze_back_eighth,libero_natural,right-50x8b-20260903,libero_object,13,task_init,2135,44,0.5049780444328508,0.6241610738255033,0.5626811594202898,149,23,14,0,0,0.0,0.0,
freeze_back_eighth,libero_natural,right-50x8b-20260903,libero_object,15,task,514,44,0.5077369439071566,0.3021052631578947,0.3852659682016266,1900,8,2,0,0,0.0,0.0,
freeze_back_eighth,libero_natural,right-50x8b-20260903,libero_object,15,task_init,514,44,0.5077369439071566,0.41237113402061853,0.5046052631578948,97,19,7,0,0,0.0,0.0,
freeze_back_eighth,libero_natural,right-50x8b-20260903,libero_object,19,task,67,44,0.42193675889328064,0.4485294117647059,0.4243197278911564,136,7,3,0,0,0.0,0.0,
freeze_back_eighth,libero_natural,right-50x8b-20260903,libero_object,19,task_init,67,44,0.42193675889328064,0.3333333333333333,0.40625,15,8,3,0,0,0.0,0.0,
freeze_back_eighth,libero_natural,right-50x8b-20260903,libero_object,25,task,46,44,0.36363636363636365,0.3,0.40476190476190477,10,2,1,0,0,0.0,0.0,
freeze_back_eighth,libero_natural,right-50x8b-20260903,libero_object,25,task_init,46,44,0.36363636363636365,0.0,0.0,1,1,0,0,0,0.0,0.0,
freeze_back_eighth,libero_natural,right-50x8b-20260903,libero_spatial,7,task,3986,140,0.5390739915310898,0.49956353423409744,0.5124466423456353,52696,10,6,0,0,0.0,0.0,
freeze_back_eighth,libero_natural,right-50x8b-20260903,libero_spatial,7,task_init,3986,140,0.5390739915310898,0.523117569352708,0.5341666666666667,757,80,39,0,0,0.0,0.0,
freeze_back_eighth,libero_natural,right-50x8b-20260903,libero_spatial,9,task,2975,140,0.49190224237843283,0.3782489112995645,0.3624097967733405,43630,10,1,0,0,0.0,0.0,
freeze_back_eighth,libero_natural,right-50x8b-20260903,libero_spatial,9,task_init,2975,140,0.49190224237843283,0.3973509933774834,0.414811939268461,604,69,24,0,0,0.0,0.0,
