family,level,scope,outcome,method,bin,count,episodes
standardized_task_init_1pct,task,libero_goal/put_the_cream_cheese_in_the_bowl,failure,v82,20-030%,0,9
standardized_task_init_1pct,task,libero_goal/put_the_cream_cheese_in_the_bowl,failure,v82,30-040%,0,9
standardized_task_init_1pct,task,libero_goal/put_the_cream_cheese_in_the_bowl,failure,v82,40-050%,0,9
standardized_task_init_1pct,task,libero_goal/put_the_cream_cheese_in_the_bowl,failure,v82,50-060%,0,9
standardized_task_init_1pct,task,libero_goal/put_the_cream_cheese_in_the_bowl,failure,v82,60-070%,0,9
standardized_task_init_1pct,task,libero_goal/put_the_cream_cheese_in_the_bowl,failure,v82,70-080%,0,9
standardized_task_init_1pct,task,libero_goal/put_the_cream_cheese_in_the_bowl,failure,v82,80-090%,3,9
standardized_task_init_1pct,task,libero_goal/put_the_cream_cheese_in_the_bowl,failure,v82,90-100%,0,9
standardized_task_init_1pct,task,libero_goal/put_the_cream_cheese_in_the_bowl,failure,v82,no_alarm,6,9
standardized_task_init_1pct,task,libero_goal/put_the_cream_cheese_in_the_bowl,success,v7,00-010%,0,391
standardized_task_init_1pct,task,libero_goal/put_the_cream_cheese_in_the_bowl,success,v7,10-020%,0,391
standardized_task_init_1pct,task,libero_goal/put_the_cream_cheese_in_the_bowl,success,v7,20-030%,0,391
standardized_task_init_1pct,task,libero_goal/put_the_cream_cheese_in_the_bowl,success,v7,30-040%,0,391
standardized_task_init_1pct,task,libero_goal/put_the_cream_cheese_in_the_bowl,success,v7,40-050%,0,391
standardized_task_init_1pct,task,libero_goal/put_the_cream_cheese_in_the_bowl,success,v7,50-060%,0,391
standardized_task_init_1pct,task,libero_goal/put_the_cream_cheese_in_the_bowl,success,v7,60-070%,0,391
standardized_task_init_1pct,task,libero_goal/put_the_cream_cheese_in_the_bowl,success,v7,70-080%,0,391
standardized_task_init_1pct,task,libero_goal/put_the_cream_cheese_in_the_bowl,success,v7,80-090%,0,391
standardized_task_init_1pct,task,libero_goal/put_the_cream_cheese_in_the_bowl,success,v7,90-100%,0,391
standardized_task_init_1pct,task,libero_goal/put_the_cream_cheese_in_the_bowl,success,v7,no_alarm,391,391
standardized_task_init_1pct,task,libero_goal/put_the_cream_cheese_in_the_bowl,success,v8,00-010%,0,391
standardized_task_init_1pct,task,libero_goal/put_the_cream_cheese_in_the_bowl,success,v8,10-020%,0,391
standardized_task_init_1pct,task,libero_goal/put_the_cream_cheese_in_the_bowl,success,v8,20-030%,0,391
standardized_task_init_1pct,task,libero_goal/put_the_cream_cheese_in_the_bowl,success,v8,30-040%,0,391
standardized_task_init_1pct,task,libero_goal/put_the_cream_cheese_in_the_bowl,success,v8,40-050%,0,391
standardized_task_init_1pct,task,libero_goal/put_the_cream_cheese_in_the_bowl,success,v8,50-060%,0,391
standardized_task_init_1pct,task,libero_goal/put_the_cream_cheese_in_the_bowl,success,v8,60-070%,0,391
standardized_task_init_1pct,task,libero_goal/put_the_cream_cheese_in_the_bowl,success,v8,70-080%,0,391
standardized_task_init_1pct,task,libero_goal/put_the_cream_cheese_in_the_bowl,success,v8,80-090%,0,391
standardized_task_init_1pct,task,libero_goal/put_the_cream_cheese_in_the_bowl,success,v8,90-100%,0,391
standardized_task_init_1pct,task,libero_goal/put_the_cream_cheese_in_the_bowl,success,v8,no_alarm,391,391
standardized_task_init_1pct,task,libero_goal/put_the_cream_cheese_in_the_bowl,success,v82,00-010%,0,391
standardized_task_init_1pct,task,libero_goal/put_the_cream_cheese_in_the_bowl,success,v82,10-020%,0,391
standardized_task_init_1pct,task,libero_goal/put_the_cream_cheese_in_the_bowl,success,v82,20-030%,0,391
standardized_task_init_1pct,task,libero_goal/put_the_cream_cheese_in_the_bowl,success,v82,30-040%,0,391
standardized_task_init_1pct,task,libero_goal/put_the_cream_cheese_in_the_bowl,success,v82,40-050%,0,391
standardized_task_init_1pct,task,libero_goal/put_the_cream_cheese_in_the_bowl,success,v82,50-060%,0,391
standardized_task_init_1pct,task,libero_goal/put_the_cream_cheese_in_the_bowl,success,v82,60-070%,0,391
standardized_task_init_1pct,task,libero_goal/put_the_cream_cheese_in_the_bowl,success,v82,70-080%,0,391
standardized_task_init_1pct,task,libero_goal/put_the_cream_cheese_in_the_bowl,success,v82,80-090%,0,391
standardized_task_init_1pct,task,libero_goal/put_the_cream_cheese_in_the_bowl,success,v82,90-100%,0,391
standardized_task_init_1pct,task,libero_goal/put_the_cream_cheese_in_the_bowl,success,v82,no_alarm,391,391
standardized_task_init_1pct,task,libero_goal/put_the_wine_bottle_on_the_rack,failure,v7,00-010%,0,1
standardized_task_init_1pct,task,libero_goal/put_the_wine_bottle_on_the_rack,failure,v7,10-020%,0,1
standardized_task_init_1pct,task,libero_goal/put_the_wine_bottle_on_the_rack,failure,v7,20-030%,0,1
standardized_task_init_1pct,task,libero_goal/put_the_wine_bottle_on_the_rack,failure,v7,30-040%,0,1
standardized_task_init_1pct,task,libero_goal/put_the_wine_bottle_on_the_rack,failure,v7,40-050%,0,1
standardized_task_init_1pct,task,libero_goal/put_the_wine_bottle_on_the_rack,failure,v7,50-060%,0,1
standardized_task_init_1pct,task,libero_goal/put_the_wine_bottle_on_the_rack,failure,v7,60-070%,0,1
standardized_task_init_1pct,task,libero_goal/put_the_wine_bottle_on_the_rack,failure,v7,70-080%,1,1
standardized_task_init_1pct,task,libero_goal/put_the_wine_bottle_on_the_rack,failure,v7,80-090%,0,1
standardized_task_init_1pct,task,libero_goal/put_the_wine_bottle_on_the_rack,failure,v7,90-100%,0,1
standardized_task_init_1pct,task,libero_goal/put_the_wine_bottle_on_the_rack,failure,v7,no_alarm,0,1
standardized_task_init_1pct,task,libero_goal/put_the_wine_bottle_on_the_rack,failure,v8,00-010%,0,1
standardized_task_init_1pct,task,libero_goal/put_the_wine_bottle_on_the_rack,failure,v8,10-020%,0,1
standardized_task_init_1pct,task,libero_goal/put_the_wine_bottle_on_the_rack,failure,v8,20-030%,0,1
standardized_task_init_1pct,task,libero_goal/put_the_wine_bottle_on_the_rack,failure,v8,30-040%,0,1
standardized_task_init_1pct,task,libero_goal/put_the_wine_bottle_on_the_rack,failure,v8,40-050%,0,1
standardized_task_init_1pct,task,libero_goal/put_the_wine_bottle_on_the_rack,failure,v8,50-060%,0,1
standardized_task_init_1pct,task,libero_goal/put_the_wine_bottle_on_the_rack,failure,v8,60-070%,0,1
standardized_task_init_1pct,task,libero_goal/put_the_wine_bottle_on_the_rack,failure,v8,70-080%,1,1
standardized_task_init_1pct,task,libero_goal/put_the_wine_bottle_on_the_rack,failure,v8,80-090%,0,1
standardized_task_init_1pct,task,libero_goal/put_the_wine_bottle_on_the_rack,failure,v8,90-100%,0,1
standardized_task_init_1pct,task,libero_goal/put_the_wine_bottle_on_the_rack,failure,v8,no_alarm,0,1
standardized_task_init_1pct,task,libero_goal/put_the_wine_bottle_on_the_rack,failure,v82,00-010%,0,1
standardized_task_init_1pct,task,libero_goal/put_the_wine_bottle_on_the_rack,failure,v82,10-020%,0,1
standardized_task_init_1pct,task,libero_goal/put_the_wine_bottle_on_the_rack,failure,v82,20-030%,0,1
standardized_task_init_1pct,task,libero_goal/put_the_wine_bottle_on_the_rack,failure,v82,30-040%,0,1
standardized_task_init_1pct,task,libero_goal/put_the_wine_bottle_on_the_rack,failure,v82,40-050%,0,1
standardized_task_init_1pct,task,libero_goal/put_the_wine_bottle_on_the_rack,failure,v82,50-060%,0,1
standardized_task_init_1pct,task,libero_goal/put_the_wine_bottle_on_the_rack,failure,v82,60-070%,0,1
standardized_task_init_1pct,task,libero_goal/put_the_wine_bottle_on_the_rack,failure,v82,70-080%,1,1
standardized_task_init_1pct,task,libero_goal/put_the_wine_bottle_on_the_rack,failure,v82,80-090%,0,1
standardized_task_init_1pct,task,libero_goal/put_the_wine_bottle_on_the_rack,failure,v82,90-100%,0,1
standardized_task_init_1pct,task,libero_goal/put_the_wine_bottle_on_the_rack,failure,v82,no_alarm,0,1
standardized_task_init_1pct,task,libero_goal/put_the_wine_bottle_on_the_rack,success,v7,00-010%,0,399
standardized_task_init_1pct,task,libero_goal/put_the_wine_bottle_on_the_rack,success,v7,10-020%,0,399
standardized_task_init_1pct,task,libero_goal/put_the_wine_bottle_on_the_rack,success,v7,20-030%,0,399
standardized_task_init_1pct,task,libero_goal/put_the_wine_bottle_on_the_rack,success,v7,30-040%,0,399
standardized_task_init_1pct,task,libero_goal/put_the_wine_bottle_on_the_rack,success,v7,40-050%,0,399
standardized_task_init_1pct,task,libero_goal/put_the_wine_bottle_on_the_rack,success,v7,50-060%,0,399
standardized_task_init_1pct,task,libero_goal/put_the_wine_bottle_on_the_rack,success,v7,60-070%,0,399
standardized_task_init_1pct,task,libero_goal/put_the_wine_bottle_on_the_rack,success,v7,70-080%,0,399
standardized_task_init_1pct,task,libero_goal/put_the_wine_bottle_on_the_rack,success,v7,80-090%,0,399
standardized_task_init_1pct,task,libero_goal/put_the_wine_bottle_on_the_rack,success,v7,90-100%,0,399
standardized_task_init_1pct,task,libero_goal/put_the_wine_bottle_on_the_rack,success,v7,no_alarm,399,399
standardized_task_init_1pct,task,libero_goal/put_the_wine_bottle_on_the_rack,success,v8,00-010%,0,399
standardized_task_init_1pct,task,libero_goal/put_the_wine_bottle_on_the_rack,success,v8,10-020%,0,399
standardized_task_init_1pct,task,libero_goal/put_the_wine_bottle_on_the_rack,success,v8,20-030%,0,399
standardized_task_init_1pct,task,libero_goal/put_the_wine_bottle_on_the_rack,success,v8,30-040%,0,399
standardized_task_init_1pct,task,libero_goal/put_the_wine_bottle_on_the_rack,success,v8,40-050%,0,399
standardized_task_init_1pct,task,libero_goal/put_the_wine_bottle_on_the_rack,success,v8,50-060%,0,399
standardized_task_init_1pct,task,libero_goal/put_the_wine_bottle_on_the_rack,success,v8,60-070%,0,399
standardized_task_init_1pct,task,libero_goal/put_the_wine_bottle_on_the_rack,success,v8,70-080%,0,399
standardized_task_init_1pct,task,libero_goal/put_the_wine_bottle_on_the_rack,success,v8,80-090%,0,399
standardized_task_init_1pct,task,libero_goal/put_the_wine_bottle_on_the_rack,success,v8,90-100%,0,399
standardized_task_init_1pct,task,libero_goal/put_the_wine_bottle_on_the_rack,success,v8,no_alarm,399,399
standardized_task_init_1pct,task,libero_goal/put_the_wine_bottle_on_the_rack,success,v82,00-010%,0,399
standardized_task_init_1pct,task,libero_goal/put_the_wine_bottle_on_the_rack,success,v82,10-020%,0,399
standardized_task_init_1pct,task,libero_goal/put_the_wine_bottle_on_the_rack,success,v82,20-030%,0,399
standardized_task_init_1pct,task,libero_goal/put_the_wine_bottle_on_the_rack,success,v82,30-040%,0,399
standardized_task_init_1pct,task,libero_goal/put_the_wine_bottle_on_the_rack,success,v82,40-050%,0,399
standardized_task_init_1pct,task,libero_goal/put_the_wine_bottle_on_the_rack,success,v82,50-060%,0,399
standardized_task_init_1pct,task,libero_goal/put_the_wine_bottle_on_the_rack,success,v82,60-070%,0,399
standardized_task_init_1pct,task,libero_goal/put_the_wine_bottle_on_the_rack,success,v82,70-080%,0,399
standardized_task_init_1pct,task,libero_goal/put_the_wine_bottle_on_the_rack,success,v82,80-090%,0,399
standardized_task_init_1pct,task,libero_goal/put_the_wine_bottle_on_the_rack,success,v82,90-100%,0,399
standardized_task_init_1pct,task,libero_goal/put_the_wine_bottle_on_the_rack,success,v82,no_alarm,399,399
standardized_task_init_1pct,task,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,failure,v7,00-010%,0,1
standardized_task_init_1pct,task,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,failure,v7,10-020%,0,1
standardized_task_init_1pct,task,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,failure,v7,20-030%,0,1
standardized_task_init_1pct,task,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,failure,v7,30-040%,0,1
standardized_task_init_1pct,task,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,failure,v7,40-050%,0,1
standardized_task_init_1pct,task,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,failure,v7,50-060%,1,1
standardized_task_init_1pct,task,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,failure,v7,60-070%,0,1
standardized_task_init_1pct,task,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,failure,v7,70-080%,0,1
standardized_task_init_1pct,task,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,failure,v7,80-090%,0,1
standardized_task_init_1pct,task,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,failure,v7,90-100%,0,1
standardized_task_init_1pct,task,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,failure,v7,no_alarm,0,1
standardized_task_init_1pct,task,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,failure,v8,00-010%,0,1
standardized_task_init_1pct,task,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,failure,v8,10-020%,0,1
standardized_task_init_1pct,task,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,failure,v8,20-030%,0,1
standardized_task_init_1pct,task,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,failure,v8,30-040%,0,1
standardized_task_init_1pct,task,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,failure,v8,40-050%,0,1
standardized_task_init_1pct,task,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,failure,v8,50-060%,1,1
standardized_task_init_1pct,task,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,failure,v8,60-070%,0,1
standardized_task_init_1pct,task,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,failure,v8,70-080%,0,1
standardized_task_init_1pct,task,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,failure,v8,80-090%,0,1
standardized_task_init_1pct,task,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,failure,v8,90-100%,0,1
standardized_task_init_1pct,task,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,failure,v8,no_alarm,0,1
standardized_task_init_1pct,task,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,failure,v82,00-010%,0,1
standardized_task_init_1pct,task,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,failure,v82,10-020%,0,1
standardized_task_init_1pct,task,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,failure,v82,20-030%,0,1
standardized_task_init_1pct,task,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,failure,v82,30-040%,0,1
standardized_task_init_1pct,task,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,failure,v82,40-050%,0,1
standardized_task_init_1pct,task,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,failure,v82,50-060%,1,1
standardized_task_init_1pct,task,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,failure,v82,60-070%,0,1
standardized_task_init_1pct,task,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,failure,v82,70-080%,0,1
standardized_task_init_1pct,task,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,failure,v82,80-090%,0,1
standardized_task_init_1pct,task,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,failure,v82,90-100%,0,1
standardized_task_init_1pct,task,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,failure,v82,no_alarm,0,1
standardized_task_init_1pct,task,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,success,v7,00-010%,0,399
standardized_task_init_1pct,task,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,success,v7,10-020%,0,399
standardized_task_init_1pct,task,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,success,v7,20-030%,0,399
standardized_task_init_1pct,task,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,success,v7,30-040%,0,399
standardized_task_init_1pct,task,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,success,v7,40-050%,0,399
standardized_task_init_1pct,task,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,success,v7,50-060%,0,399
standardized_task_init_1pct,task,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,success,v7,60-070%,0,399
standardized_task_init_1pct,task,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,success,v7,70-080%,0,399
standardized_task_init_1pct,task,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,success,v7,80-090%,0,399
standardized_task_init_1pct,task,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,success,v7,90-100%,0,399
standardized_task_init_1pct,task,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,success,v7,no_alarm,399,399
standardized_task_init_1pct,task,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,success,v8,00-010%,0,399
standardized_task_init_1pct,task,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,success,v8,10-020%,0,399
standardized_task_init_1pct,task,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,success,v8,20-030%,0,399
standardized_task_init_1pct,task,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,success,v8,30-040%,0,399
standardized_task_init_1pct,task,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,success,v8,40-050%,0,399
standardized_task_init_1pct,task,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,success,v8,50-060%,0,399
standardized_task_init_1pct,task,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,success,v8,60-070%,0,399
standardized_task_init_1pct,task,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,success,v8,70-080%,0,399
standardized_task_init_1pct,task,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,success,v8,80-090%,0,399
standardized_task_init_1pct,task,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,success,v8,90-100%,0,399
standardized_task_init_1pct,task,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,success,v8,no_alarm,399,399
standardized_task_init_1pct,task,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,success,v82,00-010%,0,399
standardized_task_init_1pct,task,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,success,v82,10-020%,0,399
standardized_task_init_1pct,task,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,success,v82,20-030%,0,399
standardized_task_init_1pct,task,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,success,v82,30-040%,0,399
standardized_task_init_1pct,task,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,success,v82,40-050%,0,399
standardized_task_init_1pct,task,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,success,v82,50-060%,0,399
standardized_task_init_1pct,task,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,success,v82,60-070%,0,399
standardized_task_init_1pct,task,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,success,v82,70-080%,0,399
