action_steps,arm,benchmark,candidate_calls,dataset,first_trigger_query,inference_calls,init_state_id,interventions,max_rr,native_steps,native_success,physical_steps,rc,skipped,status,success,tag,task_id,task_name,wall
520,noise2,plus,0,topo-plus,36,52,0,2,1.0,520,False,0,,True,,False,task02-SensorNoise-0-init00,1598,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it_view_0_0_100_0_0_initstate_0_noise_36,
520,noise2,plus,0,topo-plus,34,52,0,2,1.0,520,False,0,,True,,False,task02-CameraViewpoints-0-init00,736,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it_view_0_0_123_0_0_initstate_0,
520,noise2,plus,0,topo-plus,14,52,0,3,1.0,520,False,0,,True,,False,task02-RobotInitialStates-0-init00,408,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it_view_0_0_100_0_0_initstate_493,
520,noise2,plus,0,topo-plus,29,52,0,2,1.0,520,False,0,,True,,False,task03-RobotInitialStates-0-init00,424,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it_view_0_0_100_0_0_initstate_194,
520,noise2,plus,0,topo-plus,30,52,0,2,1.0,520,False,0,,True,,False,task03-CameraViewpoints-0-init00,821,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it_view_57_0_100_0_0_initstate_0,
520,noise2,plus,0,topo-plus,31,52,0,2,1.0,520,False,0,,True,,False,task03-LanguageInstructions-0-init00,1241,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it_language_35_view_0_0_100_0_0_initstate_0,
520,noise2,plus,0,topo-plus,28,52,0,2,1.0,520,False,0,,True,,False,task03-BackgroundTextures-0-init00,59,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it_tb_12,
520,noise2,plus,0,topo-plus,33,52,0,1,0.4696969696969697,520,False,0,,True,,False,task00-CameraViewpoints-0-init00,685,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket_view_0_0_100_2_350_initstate_0,
520,noise2,plus,0,topo-plus,31,52,0,2,1.0,520,False,0,,True,,False,task04-CameraViewpoints-0-init00,843,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate_view_0_0_100_10_350_initstate_0,
520,noise2,plus,0,topo-plus,40,52,0,1,1.0,520,False,0,,True,,False,task04-ObjectsLayout-0-init00,2146,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate_add_30,
520,noise2,plus,0,topo-plus,25,52,0,3,1.0,520,False,0,,True,,False,task05-ObjectsLayout-0-init00,2200,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy_add_12,
520,noise2,plus,0,topo-plus,36,52,0,2,1.0,520,False,0,,True,,False,task04-LanguageInstructions-0-init00,1273,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate_language_22_view_0_0_100_0_0_initstate_0,
520,noise2,plus,0,topo-plus,24,52,0,3,1.0,520,False,0,,True,,False,task05-CameraViewpoints-0-init00,879,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy_view_0_0_154_0_0_initstate_0,
520,noise2,plus,0,topo-plus,26,52,0,3,1.0,520,False,0,,True,,False,task02-ObjectsLayout-0-init00,1950,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it_level3_sample2,
520,noise2,plus,0,topo-plus,35,52,0,2,1.0,520,False,0,,True,,False,task06-CameraViewpoints-0-init00,952,LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate_view_307_0_100_0_0_initstate_0,
520,noise2,plus,0,topo-plus,20,52,0,3,1.0,520,False,0,,True,,False,task06-LanguageInstructions-0-init00,1348,LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate_language_26_view_0_0_100_0_0_initstate_0,
520,noise2,plus,0,topo-plus,39,52,0,1,1.0,520,False,0,,True,,False,task06-LightConditions-0-init00,2479,LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate_light_30,
520,noise2,plus,0,topo-plus,14,52,0,4,1.0,520,False,0,,True,,False,task07-CameraViewpoints-0-init00,1012,LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket_view_327_0_100_0_0_initstate_0,
520,noise2,plus,0,topo-plus,20,52,0,3,1.0,520,False,0,,True,,False,task03-SensorNoise-0-init00,1621,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it_view_0_0_100_0_0_initstate_0_noise_9,
520,noise2,plus,0,topo-plus,22,52,0,3,1.0,520,False,0,,True,,False,task06-RobotInitialStates-0-init00,559,LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate_view_0_0_100_0_0_initstate_427,
520,noise2,plus,0,topo-plus,14,52,0,3,1.0,520,False,0,,True,,False,task07-LightConditions-0-init00,2398,LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket_light_11,
520,noise2,plus,0,topo-plus,32,52,0,1,0.7272727272727273,520,False,0,,True,,False,task08-BackgroundTextures-0-init00,114,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove_table_2,
520,noise2,plus,0,topo-plus,17,52,0,2,1.0,520,False,0,,True,,False,task07-ObjectsLayout-0-init00,2046,LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket_add_18,
520,noise2,plus,0,topo-plus,28,52,0,2,1.0,520,False,0,,True,,False,task07-RobotInitialStates-0-init00,605,LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket_view_0_0_100_0_0_initstate_498,
520,noise2,plus,0,topo-plus,20,52,0,2,0.8333333333333334,520,False,0,,True,,False,task06-SensorNoise-0-init00,1794,LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate_view_0_0_100_0_0_initstate_0_noise_46,
520,noise2,plus,0,topo-plus,14,52,0,3,1.0,520,False,0,,True,,False,task07-SensorNoise-0-init00,1818,LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket_view_0_0_100_0_0_initstate_0_noise_26,
520,noise2,plus,0,topo-plus,17,52,0,3,0.6666666666666666,520,False,0,,True,,False,task04-RobotInitialStates-0-init00,488,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate_view_0_0_100_0_0_initstate_475,
520,noise2,plus,0,topo-plus,20,52,0,3,1.0,520,False,0,,True,,False,task06-ObjectsLayout-0-init00,2165,LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate_add_15,
520,noise2,plus,0,topo-plus,37,52,0,2,0.8484848484848485,520,False,0,,True,,False,task08-LanguageInstructions-0-init00,1432,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove_language_33_view_0_0_100_0_0_initstate_0,
520,noise2,plus,0,topo-plus,,52,0,0,0.19696969696969696,520,False,0,,True,,False,task08-SensorNoise-0-init00,1850,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove_view_0_0_100_0_0_initstate_0_noise_13,
520,noise2,plus,0,topo-plus,38,52,0,2,1.0,520,False,0,,True,,False,task08-RobotInitialStates-0-init00,612,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove_view_0_0_100_0_0_initstate_219,
520,noise2,plus,0,topo-plus,21,52,0,2,0.9848484848484849,520,False,0,,True,,False,task09-LanguageInstructions-0-init00,1458,KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it_language_18_view_0_0_100_0_0_initstate_0,
520,noise2,plus,0,topo-plus,38,52,0,2,1.0,520,False,0,,True,,False,task08-LightConditions-0-init00,2378,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove_light_18,
520,noise2,plus,0,topo-plus,,52,0,0,0.24242424242424243,520,False,0,,True,,False,task08-ObjectsLayout-0-init00,2021,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove_add_12,
520,noise2,plus,0,topo-plus,15,52,0,3,1.0,520,False,0,,True,,False,task09-CameraViewpoints-0-init00,1065,KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it_view_0_0_195_0_0_initstate_0,
520,noise2,plus,0,topo-plus,15,52,0,3,1.0,520,False,0,,True,,False,task08-CameraViewpoints-0-init00,1055,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove_view_341_15_100_0_0_initstate_0,
520,noise2,plus,0,topo-plus,39,52,0,1,1.0,520,False,0,,True,,False,task09-SensorNoise-0-init00,1884,KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it_view_0_0_100_0_0_initstate_0_noise_1,
520,retrace,pro,0,topo-libero10,21,48,1,2,0.42424242424242425,520,False,49,,True,,False,task00-init01,0,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,
520,noise2,plus,0,topo-plus,38,52,0,2,1.0,520,False,0,,True,,False,task09-RobotInitialStates-0-init00,655,KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it_view_0_0_100_0_0_initstate_220,
520,noise2,plus,0,topo-plus,17,52,0,3,1.0,520,False,0,,True,,False,task09-ObjectsLayout-0-init00,2012,KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it_level3_sample3,
520,noise2,plus,0,topo-plus,41,52,0,1,1.0,520,False,0,,True,,False,task09-BackgroundTextures-0-init00,88,KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it_table_26,
520,retrace,pro,0,topo-libero10,16,44,3,4,0.5303030303030303,520,False,85,,True,,False,task00-init03,0,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,
520,noise2,plus,0,topo-plus,18,52,0,3,0.8939393939393939,520,False,0,,True,,False,task09-LightConditions-0-init00,2346,KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it_light_19,
520,retrace,pro,0,topo-libero10,18,44,6,4,0.5606060606060606,520,False,80,,True,,False,task00-init06,0,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,
520,retrace,pro,0,topo-libero10,17,48,8,2,0.5454545454545454,520,False,40,,True,,False,task00-init08,0,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,
520,retrace,pro,0,topo-libero10,31,46,5,3,1.0,520,False,67,,True,,False,task03-init05,3,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,
520,retrace,pro,0,topo-libero10,36,48,0,2,1.0,520,False,42,,True,,False,task02-init00,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,
520,retrace,pro,0,topo-libero10,31,42,0,2,0.9090909090909091,520,False,105,,True,,False,task03-init00,3,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,
520,retrace,pro,0,topo-libero10,34,47,8,3,1.0,520,False,50,,True,,False,task02-init08,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,
520,retrace,pro,0,topo-libero10,,52,2,0,0.22727272727272727,520,False,0,,True,,False,task00-init02,0,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,
520,retrace,pro,0,topo-libero10,15,34,6,4,1.0,520,False,180,,True,,False,task03-init06,3,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,
520,retrace,pro,0,topo-libero10,16,48,7,2,0.6515151515151515,520,False,49,,True,,False,task00-init07,0,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,
520,retrace,pro,0,topo-libero10,22,46,4,4,1.0,520,False,69,,True,,False,task05-init04,5,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,
520,retrace,pro,0,topo-libero10,31,45,8,3,1.0,520,False,79,,True,,False,task03-init08,3,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,
520,retrace,pro,0,topo-libero10,30,47,7,3,1.0,520,False,57,,True,,False,task03-init07,3,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,
520,retrace,pro,0,topo-libero10,37,49,0,2,0.696969696969697,520,False,30,,True,,False,task06-init00,6,LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,
321,retrace,pro,0,topo-libero10,18,30,8,1,0.42424242424242425,520,False,28,,True,,True,task04-init08,4,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,
520,retrace,pro,0,topo-libero10,28,47,1,3,1.0,520,False,52,,True,,False,task06-init01,6,LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,
520,retrace,pro,0,topo-libero10,38,48,3,2,0.8939393939393939,520,False,49,,True,,False,task06-init03,6,LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,
520,retrace,pro,0,topo-libero10,29,47,1,3,0.5303030303030303,520,False,50,,True,,False,task04-init01,4,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,
316,retrace,pro,0,topo-libero10,21,31,6,1,0.5454545454545454,520,False,14,,True,,True,task06-init06,6,LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,
520,retrace,pro,0,topo-libero10,41,49,3,2,1.0,520,False,36,,True,,False,task07-init03,7,LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,
520,retrace,pro,0,topo-libero10,19,45,6,4,1.0,520,False,70,,True,,False,task07-init06,7,LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,
520,retrace,pro,0,topo-libero10,38,48,4,2,1.0,520,False,40,,True,,False,task06-init04,6,LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,
520,retrace,pro,0,topo-libero10,17,47,4,3,0.9696969696969697,520,False,56,,True,,False,task07-init04,7,LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,
520,retrace,pro,0,topo-libero10,,52,4,0,0.2727272727272727,520,False,0,,True,,False,task08-init04,8,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,
520,retrace,pro,0,topo-libero10,35,49,2,2,0.6060606060606061,520,False,30,,True,,False,task08-init02,8,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,
520,retrace,pro,0,topo-libero10,27,48,8,3,1.0,520,False,48,,True,,False,task06-init08,6,LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,
520,retrace,pro,0,topo-libero10,35,49,1,1,0.5151515151515151,520,False,33,,True,,False,task08-init01,8,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,
520,retrace,pro,0,topo-libero10,37,48,0,2,0.7727272727272727,520,False,48,,True,,False,task08-init00,8,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,
520,retrace,pro,0,topo-libero10,,52,6,0,0.22727272727272727,520,False,0,,True,,False,task08-init06,8,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,
520,retrace,pro,0,topo-libero10,40,49,8,2,1.0,520,False,33,,True,,False,task07-init08,7,LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,
520,retrace,pro,0,topo-libero10,36,48,9,2,0.8333333333333334,520,False,49,,True,,False,task08-init09,8,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,
520,retrace,pro,0,topo-libero10,37,47,5,2,1.0,520,False,51,,True,,False,task08-init05,8,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,
520,retrace,pro,0,topo-libero10,24,44,3,4,1.0,520,False,85,,True,,False,task09-init03,9,KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,
520,retrace,pro,0,topo-libero10,39,49,3,1,0.5151515151515151,520,False,36,,True,,False,task08-init03,8,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,
520,retrace,plus,0,topo-plus,33,48,0,2,0.5454545454545454,520,False,45,,True,,False,task00-CameraViewpoints-0-init00,685,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket_view_0_0_100_2_350_initstate_0,
520,retrace,plus,0,topo-plus,47,50,0,1,0.5606060606060606,520,False,27,,True,,False,task00-RobotInitialStates-0-init00,298,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket_view_0_0_100_0_0_initstate_161,
520,retrace,pro,0,topo-libero10,35,47,9,2,0.9090909090909091,520,False,57,,True,,False,task09-init09,9,KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,
520,retrace,plus,0,topo-plus,39,51,0,1,0.4393939393939394,520,False,13,,True,,False,task00-ObjectsLayout-0-init00,2069,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket_add_22,
520,retrace,pro,0,topo-libero10,37,48,0,2,0.5151515151515151,520,False,40,,True,,False,task09-init00,9,KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,
520,retrace,plus,0,topo-plus,34,47,0,3,1.0,520,False,50,,True,,False,task02-CameraViewpoints-0-init00,736,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it_view_0_0_123_0_0_initstate_0,
520,retrace,pro,0,topo-libero10,18,44,8,2,0.5303030303030303,520,False,80,,True,,False,task09-init08,9,KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,
520,retrace,pro,0,topo-libero10,36,48,8,2,1.0,520,False,49,,True,,False,task08-init08,8,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,
354,retrace,plus,0,topo-plus,26,33,0,1,0.9090909090909091,520,False,25,,True,,True,task02-ObjectsLayout-0-init00,1950,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it_level3_sample2,
520,retrace,plus,0,topo-plus,36,48,0,2,1.0,520,False,41,,True,,False,task02-SensorNoise-0-init00,1598,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it_view_0_0_100_0_0_initstate_0_noise_36,
520,retrace,plus,0,topo-plus,17,46,0,3,0.9848484848484849,520,False,64,,True,,False,task01-LanguageInstructions-0-init00,1148,LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket_language_5_view_0_0_100_0_0_initstate_0,
520,retrace,plus,0,topo-plus,30,43,0,3,1.0,520,False,90,,True,,False,task03-CameraViewpoints-0-init00,821,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it_view_57_0_100_0_0_initstate_0,
520,retrace,plus,0,topo-plus,31,44,0,3,1.0,520,False,80,,True,,False,task03-LanguageInstructions-0-init00,1241,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it_language_35_view_0_0_100_0_0_initstate_0,
520,retrace,plus,0,topo-plus,14,45,0,5,1.0,520,False,73,,True,,False,task02-RobotInitialStates-0-init00,408,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it_view_0_0_100_0_0_initstate_493,
520,retrace,plus,0,topo-plus,36,48,0,2,1.0,520,False,47,,True,,False,task04-LanguageInstructions-0-init00,1273,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate_language_22_view_0_0_100_0_0_initstate_0,
520,retrace,plus,0,topo-plus,,52,0,0,0.10606060606060606,520,False,0,,True,,False,task00-SensorNoise-0-init00,1512,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket_view_0_0_100_0_0_initstate_0_noise_32,
520,retrace,plus,0,topo-plus,17,44,0,4,0.9090909090909091,520,False,82,,True,,False,task04-RobotInitialStates-0-init00,488,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate_view_0_0_100_0_0_initstate_475,
520,retrace,plus,0,topo-plus,29,42,0,3,1.0,520,False,100,,True,,False,task03-RobotInitialStates-0-init00,424,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it_view_0_0_100_0_0_initstate_194,
520,retrace,plus,0,topo-plus,20,42,0,4,1.0,520,False,107,,True,,False,task03-SensorNoise-0-init00,1621,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it_view_0_0_100_0_0_initstate_0_noise_9,
520,retrace,plus,0,topo-plus,24,45,0,4,1.0,520,False,79,,True,,False,task05-CameraViewpoints-0-init00,879,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy_view_0_0_154_0_0_initstate_0,
520,retrace,plus,0,topo-plus,40,49,0,2,1.0,520,False,31,,True,,False,task04-ObjectsLayout-0-init00,2146,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate_add_30,
520,retrace,plus,0,topo-plus,31,47,0,3,0.8484848484848485,520,False,50,,True,,False,task04-CameraViewpoints-0-init00,843,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate_view_0_0_100_10_350_initstate_0,
520,retrace,plus,0,topo-plus,20,47,0,2,0.5757575757575758,520,False,50,,True,,False,task06-ObjectsLayout-0-init00,2165,LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate_add_15,
520,retrace,plus,0,topo-plus,28,41,0,3,1.0,520,False,110,,True,,False,task03-BackgroundTextures-0-init00,59,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it_tb_12,
520,retrace,plus,0,topo-plus,25,41,0,3,1.0,520,False,110,,True,,False,task05-ObjectsLayout-0-init00,2200,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy_add_12,
520,retrace,plus,0,topo-plus,35,48,0,2,0.9848484848484849,520,False,42,,True,,False,task06-CameraViewpoints-0-init00,952,LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate_view_307_0_100_0_0_initstate_0,
520,retrace,plus,0,topo-plus,20,44,0,4,0.803030303030303,520,False,80,,True,,False,task06-LanguageInstructions-0-init00,1348,LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate_language_26_view_0_0_100_0_0_initstate_0,
520,retrace,plus,0,topo-plus,17,50,0,1,0.45454545454545453,520,False,27,,True,,False,task07-ObjectsLayout-0-init00,2046,LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket_add_18,
326,retrace,plus,0,topo-plus,20,31,0,1,0.6212121212121212,520,False,18,,True,,True,task06-SensorNoise-0-init00,1794,LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate_view_0_0_100_0_0_initstate_0_noise_46,
520,retrace,plus,0,topo-plus,39,50,0,1,0.6212121212121212,520,False,27,,True,,False,task06-LightConditions-0-init00,2479,LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate_light_30,
520,retrace,plus,0,topo-plus,22,45,0,4,0.8636363636363636,520,False,75,,True,,False,task06-RobotInitialStates-0-init00,559,LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate_view_0_0_100_0_0_initstate_427,
520,retrace,plus,0,topo-plus,14,45,0,3,1.0,520,False,71,,True,,False,task07-LightConditions-0-init00,2398,LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket_light_11,
520,retrace,plus,0,topo-plus,28,46,0,3,1.0,520,False,60,,True,,False,task07-RobotInitialStates-0-init00,605,LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket_view_0_0_100_0_0_initstate_498,
426,retrace,plus,0,topo-plus,14,37,0,2,0.8484848484848485,520,False,56,,True,,True,task07-SensorNoise-0-init00,1818,LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket_view_0_0_100_0_0_initstate_0_noise_26,
520,retrace,plus,0,topo-plus,14,45,0,5,1.0,520,False,71,,True,,False,task07-CameraViewpoints-0-init00,1012,LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket_view_327_0_100_0_0_initstate_0,
520,retrace,plus,0,topo-plus,15,42,0,5,1.0,520,False,100,,True,,False,task08-CameraViewpoints-0-init00,1055,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove_view_341_15_100_0_0_initstate_0,
520,retrace,plus,0,topo-plus,38,47,0,2,1.0,520,False,50,,True,,False,task08-LightConditions-0-init00,2378,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove_light_18,
520,retrace,plus,0,topo-plus,37,48,0,2,1.0,520,False,47,,True,,False,task08-LanguageInstructions-0-init00,1432,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove_language_33_view_0_0_100_0_0_initstate_0,
520,retrace,plus,0,topo-plus,,52,0,0,0.19696969696969696,520,False,0,,True,,False,task08-SensorNoise-0-init00,1850,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove_view_0_0_100_0_0_initstate_0_noise_13,
520,retrace,plus,0,topo-plus,32,50,0,1,0.5151515151515151,520,False,23,,True,,False,task08-BackgroundTextures-0-init00,114,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove_table_2,
520,retrace,plus,0,topo-plus,41,46,0,1,1.0,520,False,60,,True,,False,task09-BackgroundTextures-0-init00,88,KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it_table_26,
520,retrace,plus,0,topo-plus,,52,0,0,0.24242424242424243,520,False,0,,True,,False,task08-ObjectsLayout-0-init00,2021,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove_add_12,
520,retrace,plus,0,topo-plus,38,51,0,1,0.5606060606060606,520,False,17,,True,,False,task08-RobotInitialStates-0-init00,612,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove_view_0_0_100_0_0_initstate_219,
